排名,名称,链接,星级,评分,评价人数,封面图片,导演,年份
1,肖申克的救赎,https://movie.douban.com/subject/1292052/,5,9.7,2809343,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg,"
                            导演: 弗兰克·德拉邦特 Frank Darabont   主演: 蒂姆·罗宾斯 Tim Robbins /...","
                            1994 / 美国 / 犯罪 剧情
                        "
2,霸王别姬,https://movie.douban.com/subject/1291546/,5,9.6,2078222,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg,"
                            导演: 陈凯歌 Kaige Chen   主演: 张国荣 Leslie Cheung / 张丰毅 Fengyi Zha...","
                            1993 / 中国大陆 中国香港 / 剧情 爱情 同性
                        "
3,阿甘正传,https://movie.douban.com/subject/1292720/,5,9.5,2103885,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2372307693.jpg,"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...","
                            1994 / 美国 / 剧情 爱情
                        "
4,泰坦尼克号,https://movie.douban.com/subject/1292722/,5,9.5,2067387,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 莱昂纳多·迪卡普里奥 Leonardo...","
                            1997 / 美国 墨西哥 澳大利亚 加拿大 / 剧情 爱情 灾难
                        "
5,这个杀手不太冷,https://movie.douban.com/subject/1295644/,4.5,9.4,2238867,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg,"
                            导演: 吕克·贝松 Luc Besson   主演: 让·雷诺 Jean Reno / 娜塔莉·波特曼 ...","
                            1994 / 法国 美国 / 剧情 动作 犯罪
                        "
6,美丽人生,https://movie.douban.com/subject/1292063/,5,9.6,1292765,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg,"
                            导演: 罗伯托·贝尼尼 Roberto Benigni   主演: 罗伯托·贝尼尼 Roberto Beni...","
                            1997 / 意大利 / 剧情 喜剧 爱情 战争
                        "
7,千与千寻,https://movie.douban.com/subject/1291561/,4.5,9.4,2180179,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 柊瑠美 Rumi Hîragi / 入野自由 Miy...","
                            2001 / 日本 / 剧情 动画 奇幻
                        "
8,辛德勒的名单,https://movie.douban.com/subject/1295124/,5,9.6,1077122,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 连姆·尼森 Liam Neeson...","
                            1993 / 美国 / 剧情 历史 战争
                        "
9,盗梦空间,https://movie.douban.com/subject/3541415/,4.5,9.4,2010498,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 莱昂纳多·迪卡普里奥 Le...","
                            2010 / 美国 英国 / 剧情 科幻 悬疑 冒险
                        "
10,星际穿越,https://movie.douban.com/subject/1889243/,4.5,9.4,1771900,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614988097.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 马修·麦康纳 Matthew Mc...","
                            2014 / 美国 英国 加拿大 / 剧情 科幻 冒险
                        "
11,楚门的世界,https://movie.douban.com/subject/1292064/,4.5,9.4,1644411,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg,"
                            导演: 彼得·威尔 Peter Weir   主演: 金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...","
                            1998 / 美国 / 剧情 科幻
                        "
12,忠犬八公的故事,https://movie.douban.com/subject/3011091/,4.5,9.4,1365205,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p524964039.jpg,"
                            导演: 莱塞·霍尔斯道姆 Lasse Hallström   主演: 理查·基尔 Richard Ger...","
                            2009 / 美国 英国 / 剧情
                        "
13,海上钢琴师,https://movie.douban.com/subject/1292001/,4.5,9.3,1636931,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 蒂姆·罗斯 Tim Roth / ...","
                            1998 / 意大利 / 剧情 音乐
                        "
14,三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/,4.5,9.2,1815196,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,"
                            导演: 拉库马·希拉尼 Rajkumar Hirani   主演: 阿米尔·汗 Aamir Khan / 卡...","
                            2009 / 印度 / 剧情 喜剧 爱情 歌舞
                        "
15,放牛班的春天,https://movie.douban.com/subject/1291549/,4.5,9.3,1279392,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2884280708.jpg,"
                            导演: 克里斯托夫·巴拉蒂 Christophe Barratier   主演: 让-巴蒂斯特·莫尼...","
                            2004 / 法国 瑞士 德国 / 剧情 音乐
                        "
16,机器人总动员,https://movie.douban.com/subject/2131459/,4.5,9.3,1284379,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,"
                            导演: 安德鲁·斯坦顿 Andrew Stanton   主演: 本·贝尔特 Ben Burtt / 艾丽...","
                            2008 / 美国 / 科幻 动画 冒险
                        "
17,无间道,https://movie.douban.com/subject/1307914/,4.5,9.3,1321976,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,"
                            导演: 刘伟强 / 麦兆辉   主演: 刘德华 Andy Lau / 梁朝伟 Tony Leung Chiu W...","
                            2002 / 中国香港 / 剧情 犯罪 惊悚
                        "
18,疯狂动物城,https://movie.douban.com/subject/25662329/,4.5,9.2,1871822,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614500649.jpg,"
                            导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...","
                            2016 / 美国 / 喜剧 动画 冒险
                        "
19,控方证人,https://movie.douban.com/subject/1296141/,5,9.6,529530,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg,"
                            导演: 比利·怀尔德 Billy Wilder   主演: 泰隆·鲍华 Tyrone Power / 玛琳·...","
                            1957 / 美国 / 剧情 犯罪 悬疑
                        "
20,大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/,4.5,9.2,1494581,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...","
                            1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装
                        "
21,熔炉,https://movie.douban.com/subject/5912992/,4.5,9.4,909342,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,"
                            导演: 黄东赫 Dong-hyuk Hwang   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung /...","
                            2011 / 韩国 / 剧情
                        "
22,教父,https://movie.douban.com/subject/1291841/,4.5,9.3,938225,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 马龙·白兰度 M...","
                            1972 / 美国 / 剧情 犯罪
                        "
23,当幸福来敲门,https://movie.douban.com/subject/1849031/,4.5,9.2,1482526,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg,"
                            导演: 加布里尔·穆奇诺 Gabriele Muccino   主演: 威尔·史密斯 Will Smith ...","
                            2006 / 美国 / 剧情 传记 家庭
                        "
24,触不可及,https://movie.douban.com/subject/6786002/,4.5,9.3,1077169,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,"
                            导演: 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano   主...","
                            2011 / 法国 / 剧情 喜剧
                        "
25,怦然心动,https://movie.douban.com/subject/3319755/,4.5,9.1,1786371,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 玛德琳·卡罗尔 Madeline Carroll / 卡...","
                            2010 / 美国 / 剧情 喜剧 爱情
                        "
26,龙猫,https://movie.douban.com/subject/1291560/,4.5,9.2,1231946,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 日高法子 Noriko Hidaka / 坂本千夏 Ch...","
                            1988 / 日本 / 动画 奇幻 冒险
                        "
27,末代皇帝,https://movie.douban.com/subject/1293172/,4.5,9.3,849717,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,"
                            导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...","
                            1987 / 英国 意大利 中国大陆 法国 / 剧情 传记 历史
                        "
28,寻梦环游记,https://movie.douban.com/subject/20495023/,4.5,9.1,1621502,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614500706.jpg,"
                            导演: 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina   主演: ...","
                            2017 / 美国 / 喜剧 动画 奇幻 音乐
                        "
29,活着,https://movie.douban.com/subject/1292365/,4.5,9.3,818189,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.jpg,"
                            导演: 张艺谋 Yimou Zhang   主演: 葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang","
                            1994 / 中国大陆 中国香港 / 剧情 历史 家庭
                        "
30,蝙蝠侠：黑暗骑士,https://movie.douban.com/subject/1851857/,4.5,9.2,1028632,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...","
                            2008 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        "
31,哈利·波特与魔法石,https://movie.douban.com/subject/1295038/,4.5,9.2,1148791,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg,"
                            导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint","
                            2001 / 美国 英国 / 奇幻 冒险
                        "
32,指环王3：王者无敌,https://movie.douban.com/subject/1291552/,4.5,9.3,781127,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...","
                            2003 / 美国 新西兰 / 剧情 动作 奇幻 冒险
                        "
33,乱世佳人,https://movie.douban.com/subject/1300267/,4.5,9.3,672062,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,"
                            导演: 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor   主演: 费...","
                            1939 / 美国 / 剧情 历史 爱情 战争
                        "
34,素媛,https://movie.douban.com/subject/21937452/,4.5,9.3,667816,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,"
                            导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...","
                            2013 / 韩国 / 剧情
                        "
35,我不是药神,https://movie.douban.com/subject/26752088/,4.5,9.0,2045124,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,"
                            导演: 文牧野 Muye Wen   主演: 徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...","
                            2018 / 中国大陆 / 剧情 喜剧
                        "
36,飞屋环游记,https://movie.douban.com/subject/2129039/,4.5,9.1,1290188,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2363116942.jpg,"
                            导演: 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   主演: 爱德...","
                            2009 / 美国 / 剧情 喜剧 动画 冒险
                        "
37,何以为家,https://movie.douban.com/subject/30170448/,4.5,9.1,1017090,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,"
                            导演: 娜丁·拉巴基 Nadine Labaki   主演: 扎因·拉费阿 Zain al-Rafeea / ...","
                            2018 / 黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国 / 剧情
                        "
38,十二怒汉,https://movie.douban.com/subject/1293182/,4.5,9.4,473465,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,"
                            导演: Sidney Lumet   主演: 亨利·方达 Henry Fonda / 马丁·鲍尔萨姆 Marti...","
                            1957 / 美国 / 剧情
                        "
39,摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,4.5,9.0,1531961,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,"
                            导演: 涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan / 法缇玛...","
                            2016 / 印度 / 剧情 传记 运动 家庭
                        "
40,哈尔的移动城堡,https://movie.douban.com/subject/1308807/,4.5,9.1,990621,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...","
                            2004 / 日本 / 动画 奇幻 冒险
                        "
41,鬼子来了,https://movie.douban.com/subject/1291858/,4.5,9.3,609198,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,"
                            导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...","
                            2000 / 中国大陆 / 剧情 喜剧
                        "
42,少年派的奇幻漂流,https://movie.douban.com/subject/1929463/,4.5,9.1,1319876,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,"
                            导演: 李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...","
                            2012 / 美国 中国台湾 英国 加拿大 / 剧情 奇幻 冒险
                        "
43,猫鼠游戏,https://movie.douban.com/subject/1305487/,4.5,9.1,986121,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...","
                            2002 / 美国 加拿大 / 传记 犯罪 剧情
                        "
44,让子弹飞,https://movie.douban.com/subject/3742360/,4.5,9.0,1652853,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,"
                            导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...","
                            2010 / 中国大陆 中国香港 / 剧情 喜剧 动作 西部
                        "
45,海蒂和爷爷,https://movie.douban.com/subject/25958717/,4.5,9.3,579220,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,"
                            导演: 阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen /...","
                            2015 / 德国 瑞士 / 剧情 冒险 家庭
                        "
46,钢琴家,https://movie.douban.com/subject/1296736/,4.5,9.3,613791,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.jpg,"
                            导演: 罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod...","
                            2002 / 英国 法国 波兰 德国 / 剧情 传记 战争 音乐
                        "
47,大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,4.5,9.0,1190538,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...","
                            1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装
                        "
48,天空之城,https://movie.douban.com/subject/1291583/,4.5,9.2,797941,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2888647044.jpg,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka / 横泽启子 Ke...","
                            1986 / 日本 / 动画 奇幻 冒险
                        "
49,指环王2：双塔奇兵,https://movie.douban.com/subject/1291572/,4.5,9.2,731568,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...","
                            2002 / 美国 新西兰 / 剧情 动作 奇幻 冒险
                        "
50,闻香识女人,https://movie.douban.com/subject/1298624/,4.5,9.1,855119,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,"
                            导演: 马丁·布莱斯 Martin Brest   主演: 阿尔·帕西诺 Al Pacino / 克里斯...","
                            1992 / 美国 / 剧情
                        "
51,天堂电影院,https://movie.douban.com/subject/1291828/,4.5,9.2,664945,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2653054340.jpg,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 菲利普·努瓦雷 Philipp...","
                            1988 / 意大利 法国 / 剧情 爱情
                        "
52,罗马假日,https://movie.douban.com/subject/1293839/,4.5,9.1,927255,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,"
                            导演: 威廉·惠勒 William Wyler   主演: 奥黛丽·赫本 Audrey Hepburn / 格...","
                            1953 / 美国 / 喜剧 剧情 爱情
                        "
53,绿皮书,https://movie.douban.com/subject/27060077/,4.5,8.9,1597647,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549177902.jpg,"
                            导演: 彼得·法雷里 Peter Farrelly   主演: 维果·莫腾森 Viggo Mortensen /...","
                            2018 / 美国 中国大陆 / 剧情 喜剧 传记 音乐
                        "
54,大闹天宫,https://movie.douban.com/subject/1418019/,4.5,9.4,422424,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg,"
                            导演: 万籁鸣 Laiming Wan   主演: 邱岳峰 Yuefeng Qiu / 富润生 Runsheng Fu...","
                            1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 中国大陆 / 剧情 动画 奇幻 古装
                        "
55,死亡诗社,https://movie.douban.com/subject/1291548/,4.5,9.2,698313,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,"
                            导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...","
                            1989 / 美国 / 剧情
                        "
56,指环王1：护戒使者,https://movie.douban.com/subject/1291571/,4.5,9.1,823535,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2373910134.jpg,"
                            导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...","
                            2001 / 新西兰 美国 / 剧情 动作 奇幻 冒险
                        "
57,黑客帝国,https://movie.douban.com/subject/1291843/,4.5,9.1,816251,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,"
                            导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...","
                            1999 / 美国 / 动作 科幻
                        "
58,教父2,https://movie.douban.com/subject/1299131/,4.5,9.3,534756,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...","
                            1974 / 美国 / 剧情 犯罪
                        "
59,狮子王,https://movie.douban.com/subject/1301753/,4.5,9.1,814287,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg,"
                            导演: Roger Allers / 罗伯·明可夫 Rob Minkoff   主演: 乔纳森·泰勒·托马...","
                            1994 / 美国 / 动画 冒险 歌舞
                        "
60,辩护人,https://movie.douban.com/subject/21937445/,4.5,9.2,576019,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg,"
                            导演: 杨宇硕 Woo-seok Yang   主演: 宋康昊 Kang-ho Song / 金英爱 Yeong-ae...","
                            2013 / 韩国 / 剧情
                        "
61,饮食男女,https://movie.douban.com/subject/1291818/,4.5,9.2,602129,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg,"
                            导演: 李安 Ang Lee   主演: 郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴...","
                            1994 / 中国台湾 美国 / 剧情 家庭
                        "
62,搏击俱乐部,https://movie.douban.com/subject/1292000/,4.5,9.0,824723,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910931622.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 爱德华·诺顿 Edward Norton / 布拉...","
                            1999 / 美国 德国 意大利 / 剧情 动作 悬疑 惊悚
                        "
63,美丽心灵,https://movie.douban.com/subject/1306029/,4.5,9.1,749163,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,"
                            导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 艾德·哈...","
                            2001 / 美国 / 传记 剧情
                        "
64,本杰明·巴顿奇事,https://movie.douban.com/subject/1485260/,4.5,9.0,958361,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg,"
                            导演: 大卫·芬奇 David Fincher   主演: 凯特·布兰切特 Cate Blanchett / ...","
                            2008 / 美国 / 剧情 爱情 奇幻
                        "
65,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/,4.5,9.2,545836,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,"
                            导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ...","
                            2008 / 英国 美国 / 剧情 战争
                        "
66,窃听风暴,https://movie.douban.com/subject/1900841/,4.5,9.2,549303,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,"
                            导演: 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck  &n...","
                            2006 / 德国 / 剧情 悬疑
                        "
67,情书,https://movie.douban.com/subject/1292220/,4.5,8.9,1077398,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg,"
                            导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets...","
                            1995 / 日本 / 剧情 爱情
                        "
68,两杆大烟枪,https://movie.douban.com/subject/1293350/,4.5,9.1,580955,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg,"
                            导演: Guy Ritchie   主演: Jason Flemyng / Dexter Fletcher / Nick Moran","
                            1998 / 英国 / 剧情 喜剧 犯罪
                        "
69,西西里的美丽传说,https://movie.douban.com/subject/1292402/,4.5,8.9,949737,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,"
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...","
                            2000 / 意大利 美国 / 剧情 战争 情色
                        "
70,音乐之声,https://movie.douban.com/subject/1294408/,4.5,9.1,585177,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg,"
                            导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews / 克...","
                            1965 / 美国 / 剧情 传记 爱情 歌舞
                        "
71,看不见的客人,https://movie.douban.com/subject/26580232/,4.5,8.8,1222319,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg,"
                            导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...","
                            2016 / 西班牙 / 剧情 犯罪 悬疑 惊悚
                        "
72,阿凡达,https://movie.douban.com/subject/1652587/,4.5,8.8,1385526,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...","
                            2009 / 美国 / 动作 科幻 冒险
                        "
73,拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,4.5,9.1,630302,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...","
                            1998 / 美国 / 剧情 战争
                        "
74,飞越疯人院,https://movie.douban.com/subject/1292224/,4.5,9.1,534427,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,"
                            导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols...","
                            1975 / 美国 / 剧情
                        "
75,小鞋子,https://movie.douban.com/subject/1303021/,4.5,9.2,399655,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2165511465.jpg,"
                            导演: 马基德·马基迪 Majid Majidi   主演: 默罕默德·阿米尔·纳吉 Mohamma...","
                            1997 / 伊朗 / 剧情 儿童 家庭
                        "
76,哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,4.5,9.0,804919,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1131848955.jpg,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...","
                            2011 / 美国 英国 / 奇幻 冒险
                        "
77,沉默的羔羊,https://movie.douban.com/subject/1293544/,4.5,8.9,862512,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,"
                            导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...","
                            1991 / 美国 / 剧情 犯罪 惊悚
                        "
78,禁闭岛,https://movie.douban.com/subject/2334904/,4.5,8.9,946172,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,"
                            导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...","
                            2010 / 美国 / 剧情 悬疑 惊悚
                        "
79,布达佩斯大饭店,https://movie.douban.com/subject/11525673/,4.5,8.9,900594,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,"
                            导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...","
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险
                        "
80,致命魔术,https://movie.douban.com/subject/1780330/,4.5,8.9,834983,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...","
                            2006 / 英国 美国 / 剧情 悬疑 惊悚
                        "
81,蝴蝶效应,https://movie.douban.com/subject/1292343/,4.5,8.9,911651,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,"
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...","
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚
                        "
82,海豚湾,https://movie.douban.com/subject/3442220/,4.5,9.3,351142,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,"
                            导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry / 路易·西霍...","
                            2009 / 美国 / 纪录片
                        "
83,心灵捕手,https://movie.douban.com/subject/1292656/,4.5,8.9,688474,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,"
                            导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...","
                            1997 / 美国 / 剧情
                        "
84,功夫,https://movie.douban.com/subject/1291543/,4.5,8.8,1084038,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,"
                            导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...","
                            2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻
                        "
85,美国往事,https://movie.douban.com/subject/1292262/,4.5,9.2,401041,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,"
                            导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...","
                            1984 / 美国 意大利 / 犯罪 剧情
                        "
